id,portalId,createdAt,type
68401092,62515,2016-06-08,EMAIL
68401097,62515,2016-06-08,EMAIL
68401102,62515,2016-06-08,EMAIL
68401107,62515,2016-06-08,EMAIL
68401112,62515,2016-06-08,EMAIL
68401117,62515,2016-06-08,EMAIL
68401122,62515,2016-06-08,EMAIL
68401127,62515,2016-06-08,EMAIL
68401132,62515,2016-06-08,EMAIL
68401137,62515,2016-06-08,EMAIL
68401142,62515,2016-06-08,EMAIL
68401147,62515,2016-06-08,EMAIL
68401152,62515,2016-06-08,EMAIL
68401157,62515,2016-06-08,EMAIL
68401162,62515,2016-06-08,EMAIL
68401167,62515,2016-06-08,EMAIL
68401172,62515,2016-06-08,EMAIL
68401177,62515,2016-06-08,EMAIL
68401182,62515,2016-06-08,EMAIL
68401872,62515,2016-06-08,EMAIL
68401877,62515,2016-06-08,EMAIL
68401882,62515,2016-06-08,EMAIL
68401887,62515,2016-06-08,EMAIL
68401892,62515,2016-06-08,EMAIL
68401897,62515,2016-06-08,EMAIL
68401902,62515,2016-06-08,EMAIL
68401907,62515,2016-06-08,EMAIL
68401912,62515,2016-06-08,EMAIL
68401917,62515,2016-06-08,EMAIL
68401922,62515,2016-06-08,EMAIL
68401932,62515,2016-06-08,EMAIL
68401937,62515,2016-06-08,EMAIL
68403122,62515,2016-06-08,EMAIL
68403127,62515,2016-06-08,EMAIL
68403132,62515,2016-06-08,EMAIL
68403137,62515,2016-06-08,EMAIL
68403142,62515,2016-06-08,EMAIL
68403147,62515,2016-06-08,EMAIL
68403152,62515,2016-06-08,EMAIL
68403157,62515,2016-06-08,EMAIL
68403162,62515,2016-06-08,EMAIL
68403167,62515,2016-06-08,EMAIL
68403172,62515,2016-06-08,EMAIL
68403177,62515,2016-06-08,EMAIL
68403182,62515,2016-06-08,EMAIL
68403187,62515,2016-06-08,EMAIL
68403522,62515,2016-06-08,EMAIL
68403527,62515,2016-06-08,EMAIL
68403537,62515,2016-06-08,EMAIL
68403542,62515,2016-06-08,EMAIL
68403547,62515,2016-06-08,EMAIL
68403552,62515,2016-06-08,EMAIL
68403557,62515,2016-06-08,EMAIL
68403562,62515,2016-06-08,EMAIL
68403567,62515,2016-06-08,EMAIL
68403572,62515,2016-06-08,EMAIL
68403577,62515,2016-06-08,EMAIL
68403582,62515,2016-06-08,EMAIL
68403587,62515,2016-06-08,EMAIL
68405992,62515,2016-06-08,EMAIL
68405997,62515,2016-06-08,EMAIL
68406002,62515,2016-06-08,EMAIL
68406007,62515,2016-06-08,EMAIL
68406012,62515,2016-06-08,EMAIL
68406017,62515,2016-06-08,EMAIL
68406022,62515,2016-06-08,EMAIL
68406027,62515,2016-06-08,EMAIL
68406032,62515,2016-06-08,EMAIL
68406037,62515,2016-06-08,EMAIL
68408642,62515,2016-06-08,EMAIL
68408647,62515,2016-06-08,EMAIL
68408652,62515,2016-06-08,EMAIL
68408657,62515,2016-06-08,EMAIL
68408662,62515,2016-06-08,EMAIL
68408667,62515,2016-06-08,EMAIL
68408672,62515,2016-06-08,EMAIL
68408677,62515,2016-06-08,EMAIL
68408682,62515,2016-06-08,EMAIL
68408687,62515,2016-06-08,EMAIL
68408692,62515,2016-06-08,EMAIL
68408697,62515,2016-06-08,EMAIL
68409467,62515,2016-06-08,EMAIL
68409472,62515,2016-06-08,EMAIL
68409477,62515,2016-06-08,EMAIL
68409482,62515,2016-06-08,EMAIL
68409487,62515,2016-06-08,EMAIL
68412967,62515,2016-06-08,EMAIL
68412972,62515,2016-06-08,EMAIL
68412977,62515,2016-06-08,EMAIL
68412982,62515,2016-06-08,EMAIL
68412987,62515,2016-06-08,EMAIL
68412992,62515,2016-06-08,EMAIL
68412997,62515,2016-06-08,EMAIL
68413002,62515,2016-06-08,EMAIL
68413007,62515,2016-06-08,EMAIL
68413012,62515,2016-06-08,EMAIL
68413017,62515,2016-06-08,EMAIL
68414662,62515,2016-06-08,EMAIL
68414667,62515,2016-06-08,EMAIL
68414672,62515,2016-06-08,EMAIL
68414677,62515,2016-06-08,EMAIL
68414682,62515,2016-06-08,EMAIL
68414687,62515,2016-06-08,EMAIL
68414787,62515,2016-06-08,EMAIL
68414792,62515,2016-06-08,EMAIL
68414797,62515,2016-06-08,EMAIL
68414802,62515,2016-06-08,EMAIL
68414807,62515,2016-06-08,EMAIL
68415342,62515,2016-06-08,EMAIL
68415347,62515,2016-06-08,EMAIL
68415352,62515,2016-06-08,EMAIL
68415357,62515,2016-06-08,EMAIL
68415362,62515,2016-06-08,EMAIL
68415367,62515,2016-06-08,EMAIL
68415372,62515,2016-06-08,EMAIL
68415377,62515,2016-06-08,EMAIL
68415382,62515,2016-06-08,EMAIL
68415387,62515,2016-06-08,EMAIL
68415392,62515,2016-06-08,EMAIL
68415397,62515,2016-06-08,EMAIL
68415402,62515,2016-06-08,EMAIL
68415407,62515,2016-06-08,EMAIL
68417267,62515,2016-06-08,EMAIL
68417272,62515,2016-06-08,EMAIL
68417277,62515,2016-06-08,EMAIL
68417282,62515,2016-06-08,EMAIL
68417287,62515,2016-06-08,EMAIL
68417292,62515,2016-06-08,EMAIL
68417297,62515,2016-06-08,EMAIL
68417302,62515,2016-06-08,EMAIL
68417307,62515,2016-06-08,EMAIL
68417312,62515,2016-06-08,EMAIL
68417317,62515,2016-06-08,EMAIL
68417322,62515,2016-06-08,EMAIL
68417327,62515,2016-06-08,EMAIL
68417332,62515,2016-06-08,EMAIL
68417337,62515,2016-06-08,EMAIL
68417542,62515,2016-06-08,EMAIL
68418562,62515,2016-06-08,EMAIL
68418567,62515,2016-06-08,EMAIL
68418572,62515,2016-06-08,EMAIL
68418577,62515,2016-06-08,EMAIL
68418582,62515,2016-06-08,EMAIL
68418587,62515,2016-06-08,EMAIL
68418592,62515,2016-06-08,EMAIL
68419712,62515,2016-06-08,EMAIL
68419717,62515,2016-06-08,EMAIL
68419722,62515,2016-06-08,EMAIL
68419727,62515,2016-06-08,EMAIL
68419732,62515,2016-06-08,EMAIL
68419737,62515,2016-06-08,EMAIL
68421292,62515,2016-06-08,EMAIL
68421302,62515,2016-06-08,EMAIL
68421307,62515,2016-06-08,EMAIL
68421312,62515,2016-06-08,EMAIL
68421317,62515,2016-06-08,EMAIL
68421322,62515,2016-06-08,EMAIL
68421327,62515,2016-06-08,EMAIL
68421332,62515,2016-06-08,EMAIL
68421337,62515,2016-06-08,EMAIL
68421342,62515,2016-06-08,EMAIL
68421347,62515,2016-06-08,EMAIL
68421352,62515,2016-06-08,EMAIL
68421357,62515,2016-06-08,EMAIL
68421742,62515,2016-06-08,EMAIL
68421747,62515,2016-06-08,EMAIL
68421752,62515,2016-06-08,EMAIL
68421757,62515,2016-06-08,EMAIL
68421762,62515,2016-06-08,EMAIL
68421767,62515,2016-06-08,EMAIL
68421772,62515,2016-06-08,EMAIL
68421777,62515,2016-06-08,EMAIL
68421782,62515,2016-06-08,EMAIL
68421787,62515,2016-06-08,EMAIL
68426347,62515,2016-06-08,EMAIL
68426352,62515,2016-06-08,EMAIL
68426357,62515,2016-06-08,EMAIL
68426362,62515,2016-06-08,EMAIL
68426367,62515,2016-06-08,EMAIL
68426372,62515,2016-06-08,EMAIL
68426377,62515,2016-06-08,EMAIL
68426382,62515,2016-06-08,EMAIL
68426392,62515,2016-06-08,EMAIL
68426402,62515,2016-06-08,EMAIL
68426407,62515,2016-06-08,EMAIL
68426412,62515,2016-06-08,EMAIL
68426417,62515,2016-06-08,EMAIL
68426422,62515,2016-06-08,EMAIL
68426427,62515,2016-06-08,EMAIL
68426432,62515,2016-06-08,EMAIL
68426437,62515,2016-06-08,EMAIL
68426917,62515,2016-06-08,EMAIL
68426922,62515,2016-06-08,EMAIL
68426927,62515,2016-06-08,EMAIL
68426932,62515,2016-06-08,EMAIL
68426937,62515,2016-06-08,EMAIL
68426942,62515,2016-06-08,EMAIL
68426947,62515,2016-06-08,EMAIL
68426957,62515,2016-06-08,EMAIL
68426962,62515,2016-06-08,EMAIL
68426967,62515,2016-06-08,EMAIL
68426972,62515,2016-06-08,EMAIL
68426977,62515,2016-06-08,EMAIL
68426982,62515,2016-06-08,EMAIL
68426987,62515,2016-06-08,EMAIL
68427292,62515,2016-06-08,EMAIL
68427297,62515,2016-06-08,EMAIL
68427302,62515,2016-06-08,EMAIL
68427307,62515,2016-06-08,EMAIL
68427312,62515,2016-06-08,EMAIL
68427317,62515,2016-06-08,EMAIL
68427327,62515,2016-06-08,EMAIL
68427332,62515,2016-06-08,EMAIL
68427367,62515,2016-06-08,EMAIL
68427372,62515,2016-06-08,EMAIL
